Fuzz Attempt Nr.,Date and Time,Iteration Nr.,Exit Code,Output Messages,Action Sequence,Map File Name,Map File Type,Map File Custom Attribute,Absolute Map File Path,Relative Map File Path
1,23-06-2023 21:35,49,10,More than one player,SWE,map_49.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_49.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_49.txt
1,23-06-2023 21:35,50,10,More than one player,SWE,map_50.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_50.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_50.txt
1,23-06-2023 21:35,51,10,More than one player,SWE,map_51.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_51.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_51.txt
1,23-06-2023 21:35,52,10,More than one player,SWE,map_52.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_52.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_52.txt
1,23-06-2023 21:35,53,10,More than one player,SWE,map_53.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_53.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_53.txt
1,23-06-2023 21:35,54,10,Widths mismatch,SWE,map_54.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_54.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_54.txt
1,23-06-2023 21:35,55,10,Widths mismatch,SWE,map_55.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_55.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_55.txt
1,23-06-2023 21:35,56,10,More than one player,SWE,map_56.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_56.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_56.txt
1,23-06-2023 21:35,57,10,More than one player,SWE,map_57.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_57.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_57.txt
1,23-06-2023 21:35,58,10,No lines,SWE,map_58.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_58.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_58.txt
1,23-06-2023 21:35,59,10,No columns,SWE,map_59.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_59.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_59.txt
1,23-06-2023 21:35,60,10,More than one player,SWE,map_60.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_60.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_60.txt
1,23-06-2023 21:35,61,10,Widths mismatch,SWE,map_61.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_61.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_61.txt
1,23-06-2023 21:35,62,10,Widths mismatch,SWE,map_62.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_62.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_62.txt
1,23-06-2023 21:35,63,10,More than one player,SWE,map_63.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_63.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_63.txt
1,23-06-2023 21:35,64,10,More than one player,SWE,map_64.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_64.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_64.txt
1,23-06-2023 21:35,65,10,More than one player,SWE,map_65.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_65.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_65.txt
1,23-06-2023 21:35,66,10,More than one player,SWE,map_66.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_66.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_66.txt
1,23-06-2023 21:35,67,10,Widths mismatch,SWE,map_67.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_67.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_67.txt
1,23-06-2023 21:35,68,10,More than one player,SWE,map_68.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_68.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_68.txt
1,23-06-2023 21:35,69,10,Widths mismatch,SWE,map_69.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_69.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_69.txt
1,23-06-2023 21:35,70,10,More than one player,SWE,map_70.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_70.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_70.txt
1,23-06-2023 21:35,71,10,More than one player,SWE,map_71.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_71.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_71.txt
1,23-06-2023 21:35,72,10,Widths mismatch,SWE,map_72.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_72.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_72.txt
1,23-06-2023 21:35,73,10,More than one player,SWE,map_73.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_73.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_73.txt
1,23-06-2023 21:35,74,10,More than one player,SWE,map_74.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_74.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_74.txt
1,23-06-2023 21:35,75,10,More than one player,SWE,map_75.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_75.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_75.txt
1,23-06-2023 21:35,76,10,More than one player,SWE,map_76.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_76.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_76.txt
1,23-06-2023 21:35,77,10,Widths mismatch,SWE,map_77.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_77.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_77.txt
1,23-06-2023 21:35,78,10,More than one player,SWE,map_78.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_78.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_78.txt
1,23-06-2023 21:35,79,10,Widths mismatch,SWE,map_79.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_79.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_79.txt
1,23-06-2023 21:35,80,10,More than one player,SWE,map_80.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_80.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_80.txt
1,23-06-2023 21:35,81,10,Widths mismatch,SWE,map_81.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_81.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_81.txt
1,23-06-2023 21:35,82,10,No columns,SWE,map_82.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_82.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_82.txt
1,23-06-2023 21:35,83,10,No columns,SWE,map_83.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_83.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_83.txt
1,23-06-2023 21:35,84,10,More than one player,SWE,map_84.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_84.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_84.txt
1,23-06-2023 21:35,85,10,More than one player,SWE,map_85.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_85.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_85.txt
1,23-06-2023 21:35,86,10,More than one player,SWE,map_86.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_86.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_86.txt
1,23-06-2023 21:35,87,10,Widths mismatch,SWE,map_87.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_87.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_87.txt
1,23-06-2023 21:35,88,10,Widths mismatch,SWE,map_88.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_88.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_88.txt
1,23-06-2023 21:35,89,10,More than one player,SWE,map_89.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_89.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_89.txt
1,23-06-2023 21:35,90,10,Widths mismatch,SWE,map_90.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_90.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_90.txt
1,23-06-2023 21:35,91,10,Widths mismatch,SWE,map_91.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_91.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_91.txt
1,23-06-2023 21:35,92,10,More than one player,SWE,map_92.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_92.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_92.txt
1,23-06-2023 21:35,93,10,No columns,SWE,map_93.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_93.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_93.txt
1,23-06-2023 21:35,94,10,More than one player,SWE,map_94.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_94.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_94.txt
1,23-06-2023 21:35,95,10,More than one player,SWE,map_95.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_95.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_95.txt
1,23-06-2023 21:35,96,10,More than one player,SWE,map_96.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_96.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_96.txt
1,23-06-2023 21:35,97,10,Widths mismatch,SWE,map_97.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_97.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_97.txt
1,23-06-2023 21:35,98,10,Widths mismatch,SWE,map_98.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_98.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_98.txt
1,23-06-2023 21:35,99,10,No lines,SWE,map_99.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_99.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_99.txt
1,23-06-2023 21:35,100,10,More than one player,SWE,map_100.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_100.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_100.txt
1,23-06-2023 21:35,101,10,More than one player,SWE,map_101.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_101.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_101.txt
1,23-06-2023 21:35,102,10,More than one player,SWE,map_102.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_102.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_102.txt
1,23-06-2023 21:35,103,10,More than one player,SWE,map_103.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_103.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_103.txt
1,23-06-2023 21:35,104,10,More than one player,SWE,map_104.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_104.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_104.txt
1,23-06-2023 21:35,105,10,No food,SWE,map_105.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_105.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_105.txt
1,23-06-2023 21:35,106,10,More than one player,SWE,map_106.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_106.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_106.txt
1,23-06-2023 21:35,107,10,More than one player,SWE,map_107.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_107.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_107.txt
1,23-06-2023 21:35,108,10,More than one player,SWE,map_108.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_108.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_108.txt
1,23-06-2023 21:35,109,10,More than one player,SWE,map_109.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_109.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_109.txt
1,23-06-2023 21:35,110,10,More than one player,SWE,map_110.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_110.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_110.txt
1,23-06-2023 21:35,111,10,More than one player,SWE,map_111.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_111.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_111.txt
1,23-06-2023 21:35,112,10,Widths mismatch,SWE,map_112.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_112.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_112.txt
1,23-06-2023 21:35,113,10,Widths mismatch,SWE,map_113.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_113.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_113.txt
1,23-06-2023 21:35,114,10,More than one player,SWE,map_114.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_114.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_114.txt
1,23-06-2023 21:35,115,10,More than one player,SWE,map_115.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_115.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_115.txt
1,23-06-2023 21:35,116,10,Widths mismatch,SWE,map_116.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_116.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_116.txt
1,23-06-2023 21:35,117,10,More than one player,SWE,map_117.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_117.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_117.txt
1,23-06-2023 21:35,118,10,More than one player,SWE,map_118.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_118.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_118.txt
1,23-06-2023 21:35,119,10,Widths mismatch,SWE,map_119.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_119.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_119.txt
1,23-06-2023 21:35,120,10,More than one player,SWE,map_120.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_120.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_120.txt
1,23-06-2023 21:35,121,10,Widths mismatch,SWE,map_121.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_121.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_121.txt
1,23-06-2023 21:35,122,10,No columns,SWE,map_122.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_122.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_122.txt
1,23-06-2023 21:35,123,10,More than one player,SWE,map_123.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_123.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_123.txt
1,23-06-2023 21:35,124,10,Widths mismatch,SWE,map_124.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_124.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_124.txt
1,23-06-2023 21:35,125,10,Widths mismatch,SWE,map_125.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_125.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_125.txt
1,23-06-2023 21:35,126,10,No columns,SWE,map_126.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_126.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_126.txt
1,23-06-2023 21:35,127,10,More than one player,SWE,map_127.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_127.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_127.txt
1,23-06-2023 21:35,128,10,More than one player,SWE,map_128.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_128.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_128.txt
1,23-06-2023 21:35,129,10,More than one player,SWE,map_129.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_129.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_129.txt
1,23-06-2023 21:35,130,10,More than one player,SWE,map_130.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_130.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_130.txt
1,23-06-2023 21:35,131,10,More than one player,SWE,map_131.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_131.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_131.txt
1,23-06-2023 21:35,132,10,More than one player,SWE,map_132.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_132.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_132.txt
1,23-06-2023 21:35,133,10,Widths mismatch,SWE,map_133.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_133.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_133.txt
1,23-06-2023 21:35,134,10,Widths mismatch,SWE,map_134.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_134.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_134.txt
1,23-06-2023 21:35,135,10,More than one player,SWE,map_135.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_135.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_135.txt
1,23-06-2023 21:35,136,10,Widths mismatch,SWE,map_136.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_136.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_136.txt
1,23-06-2023 21:35,137,10,More than one player,SWE,map_137.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_137.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_137.txt
1,23-06-2023 21:35,138,10,More than one player,SWE,map_138.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_138.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_138.txt
1,23-06-2023 21:35,139,10,More than one player,SWE,map_139.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_139.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_139.txt
1,23-06-2023 21:35,140,10,More than one player,SWE,map_140.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_140.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_140.txt
1,23-06-2023 21:35,141,10,More than one player,SWE,map_141.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_141.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_141.txt
1,23-06-2023 21:35,142,10,More than one player,SWE,map_142.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_142.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_142.txt
1,23-06-2023 21:35,143,10,More than one player,SWE,map_143.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_143.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_143.txt
1,23-06-2023 21:35,144,10,More than one player,SWE,map_144.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_144.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_144.txt
1,23-06-2023 21:35,145,10,More than one player,SWE,map_145.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_145.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_145.txt
1,23-06-2023 21:35,146,10,Widths mismatch,SWE,map_146.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_146.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_146.txt
1,23-06-2023 21:35,147,10,More than one player,SWE,map_147.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_147.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_147.txt
